X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
6;2;0.006093527;0.005063337;0.006093527;0.005063337;551.7;0.1985156;False;11/6/2025 11:51:56 PM:425;1762440716425;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;556.4;0.1134403;True;11/6/2025 11:52:01 PM:678;1762440721678;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;570.2;0.1864651;False;11/6/2025 11:52:02 PM:302;1762440722302;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;573.8;0.166861;False;11/6/2025 11:52:02 PM:509;1762440722509;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;571.1;0.1669193;False;11/6/2025 11:52:02 PM:572;1762440722572;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;572.0;0.1845415;False;11/6/2025 11:52:02 PM:873;1762440722873;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;559.1;0.148284;False;11/6/2025 11:52:04 PM:773;1762440724773;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;550.2;0.1812746;False;11/6/2025 11:52:04 PM:894;1762440724894;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;540.1;0.1718051;False;11/6/2025 11:52:04 PM:940;1762440724940;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;532.6;0.1554309;False;11/6/2025 11:52:05 PM:0;1762440725000;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;531.8;0.1661378;False;11/6/2025 11:52:05 PM:60;1762440725060;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;528.1;0.1626934;False;11/6/2025 11:52:05 PM:299;1762440725299;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;524.0;0.1670303;False;11/6/2025 11:52:05 PM:356;1762440725356;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;522.0;0.1808132;False;11/6/2025 11:52:05 PM:415;1762440725415;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;521.5;0.1270119;True;11/6/2025 11:52:05 PM:768;1762440725768;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;518.2;0.1322419;True;11/6/2025 11:52:05 PM:833;1762440725833;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;517.7;0.2100218;False;11/6/2025 11:52:06 PM:8;1762440726008;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;522.3;0.1892104;False;11/6/2025 11:52:06 PM:56;1762440726056;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;523.8;0.1933459;False;11/6/2025 11:52:06 PM:273;1762440726273;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;521.2;0.215085;False;11/6/2025 11:52:06 PM:332;1762440726332;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;519.1;0.2030221;False;11/6/2025 11:52:06 PM:392;1762440726392;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;518.4;0.1545093;False;11/6/2025 11:52:07 PM:172;1762440727172;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;508.1;0.161799;False;11/6/2025 11:52:07 PM:368;1762440727368;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;515.6;0.1894148;False;11/6/2025 11:52:07 PM:508;1762440727508;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;506.7;0.1465818;False;11/6/2025 11:52:07 PM:800;1762440727800;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;497.6;0.1607733;False;11/6/2025 11:52:07 PM:859;1762440727859;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;493.9;0.1694224;False;11/6/2025 11:52:07 PM:918;1762440727918;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;493.6;0.1807679;False;11/6/2025 11:52:08 PM:861;1762440728861;;
